Date,Category,Item,SalesQuantity,Price
2023-11-24,Formal Wear,Trousers,79,113.06
2023-12-09,Casual Wear,T-Shirts,80,177.36
2023-11-01,Accessories,Bags,66,189.61
2023-06-23,Accessories,Scarves,7,31.08
2024-06-09,Formal Wear,Dress Shirts,80,17.77
2023-07-04,Formal Wear,Suits,83,116.17
2024-02-12,Casual Wear,Jeans,18,196.44
2023-10-15,Casual Wear,T-Shirts,84,100.91
2023-07-30,Accessories,Hats,97,151.55
2024-05-07,Casual Wear,Shorts,46,180.61
2023-12-20,Accessories,Hat,36,20.35
2024-02-22,Formal Wear,Dress Shirts,58,102.38
2024-05-28,Accessories,Bags,61,144.87
2023-09-14,Accessories,Scarves,58,127.98
2024-02-06,Accessories,Bags,25,179.46
2024-05-17,Formal Wear,Suits,11,84.23
2024-05-08,Casual Wear,Shorts,10,30.78
2023-06-16,Formal Wear,Suits,90,38.11
2023-12-14,Casual Wear,Jeans,67,190.9
2024-06-13,Casual Wear,Shorts,54,194.22
2023-09-11,Accessories,Hats,61,75.87
2023-10-04,Formal Wear,Trousers,83,14.08
2024-04-25,Casual Wear,T-Shirts,3,175.64
2023-12-21,Casual Wear,Shorts,53,119.95
2024-05-17,Accessories,Scarves,63,122.74
2023-07-02,Accessories,Hat,59,67.78
2024-02-22,Casual Wear,Shorts,22,159.96
2024-04-05,Casual Wear,Hoodie,48,194.44
2024-01-23,Casual Wear,Jeans,46,64.03
2024-04-15,Casual Wear,Jeans,92,111.71
2024-03-18,Casual Wear,Jeans,91,141.64
2024-01-07,Accessories,Hats,21,55.2
2024-01-29,Casual Wear,Shorts,74,34.03
2023-12-03,Formal Wear,Dress Shirts,24,48.98
2023-12-17,Accessories,Bags,86,70.22
2023-12-14,Formal Wear,Suits,48,95.2
2023-09-20,Casual Wear,Shorts,16,184.88
2024-04-08,Formal Wear,Dress Shirts,99,37.62
2024-05-24,Formal Wear,Dress Shirts,20,10.82
2024-03-23,Accessories,Scarves,83,144.04
2023-11-06,Formal Wear,Dress Shirts,97,196.33
2023-07-04,Accessories,Hats,73,148.42
2023-11-19,Formal Wear,Dress Shirts,89,31.34
2023-12-06,Formal Wear,Suits,18,138.82
2024-03-10,Casual Wear,Shorts,4,86.31
2023-06-21,Casual Wear,Hoodie,46,27.57
2023-06-19,Casual Wear,Jeans,75,110.02
2023-08-12,Formal Wear,Suits,3,25.88
2023-11-27,Formal Wear,Trousers,86,191.95
2023-11-17,Accessories,Hat,25,103.19
2024-03-20,Accessories,Bags,86,78.6
2023-06-30,Casual Wear,Hoodie,48,83.36
2023-07-06,Casual Wear,Shorts,45,76.76
2024-04-25,Formal Wear,Trousers,12,50.98
2023-12-29,Formal Wear,Trousers,54,162.7
2023-09-26,Formal Wear,Suits,94,194.37
2023-07-17,Formal Wear,Trousers,54,36.52
2023-09-07,Accessories,Bags,19,49.48
2024-03-27,Formal Wear,Trousers,43,22.56
2024-02-27,Accessories,Hat,12,11.26
2023-12-16,Accessories,Scarves,54,43.23
2023-08-08,Formal Wear,Trousers,73,153.5
2023-09-02,Casual Wear,Jeans,24,168.13
2023-08-31,Formal Wear,Trousers,63,18.02
2023-06-17,Formal Wear,Trousers,39,103.88
2023-09-04,Accessories,Hat,29,15.1
2024-04-20,Casual Wear,Jeans,34,67.03
2023-10-08,Accessories,Hat,16,134.22
2023-08-22,Formal Wear,Dress Shirts,23,103.46
2023-10-27,Accessories,Hats,4,32.68
2023-12-07,Formal Wear,Dress Shirts,9,123.79
2024-05-07,Formal Wear,Trousers,62,117.46
2024-03-30,Formal Wear,Trousers,88,100.45
2023-09-13,Accessories,Bags,48,107.38
2024-03-04,Accessories,Bags,34,40.94
2024-01-24,Casual Wear,Jeans,41,97.6
2023-11-06,Accessories,Hats,46,41.03
2024-04-30,Formal Wear,Dress Shirts,54,130.89
2024-03-20,Formal Wear,Suits,38,65.42
2023-10-28,Accessories,Bags,66,46.82
2024-02-19,Accessories,Hats,98,27.96
2023-09-17,Casual Wear,Shorts,41,167.1
2023-07-22,Accessories,Scarves,35,140.23
2023-11-29,Accessories,Scarves,13,111.54
2023-09-17,Formal Wear,Suits,2,36.02
2023-10-15,Formal Wear,Dress Shirts,100,102.13
2023-07-28,Formal Wear,Suits,14,51.4
2023-06-27,Accessories,Hats,25,161.07
2023-11-06,Accessories,Bags,54,97.49
2023-06-24,Casual Wear,T-Shirts,17,185.45
2023-12-19,Formal Wear,Dress Shirts,40,141.3
2023-11-30,Casual Wear,Hoodie,77,109.39
2023-11-12,Formal Wear,Suits,91,67.89
2024-01-04,Accessories,Bags,29,34.46
2023-06-20,Accessories,Hats,89,53.05
2023-08-16,Casual Wear,Jeans,17,196.41
2023-12-01,Formal Wear,Trousers,98,158.97
2024-02-22,Casual Wear,T-Shirts,100,102.01
2023-12-25,Formal Wear,Suits,26,30.49
2024-01-23,Accessories,Bags,61,32.6
2024-02-20,Formal Wear,Suits,9,67.31
2023-10-03,Casual Wear,T-Shirts,16,184.82
2024-01-02,Casual Wear,Jeans,24,137.41
2023-11-03,Casual Wear,T-Shirts,19,170.71
2023-08-07,Formal Wear,Trousers,45,76.92
2023-12-11,Accessories,Hats,65,118.34
2023-08-18,Casual Wear,T-Shirts,68,51.23
2023-09-09,Casual Wear,Shorts,22,181.32
2024-04-18,Accessories,Bags,93,28.75
2024-01-17,Casual Wear,Hoodie,47,142.65
2023-10-06,Casual Wear,Hoodie,87,191.97
2023-07-27,Casual Wear,Shorts,49,90.58
2023-06-29,Accessories,Hats,53,31.44
2023-11-29,Formal Wear,Suits,60,30.96
2024-06-08,Casual Wear,Hoodie,98,78.64
2023-08-26,Formal Wear,Trousers,93,17.72
2023-08-07,Formal Wear,Dress Shirts,15,83.11
2023-10-17,Formal Wear,Trousers,95,69.28
2023-09-30,Formal Wear,Suits,71,87.38
2023-12-10,Formal Wear,Suits,9,180.0
2023-09-05,Formal Wear,Trousers,48,44.07
2023-08-02,Accessories,Hat,87,29.98
2023-06-21,Formal Wear,Trousers,85,138.54
2024-01-30,Casual Wear,Jeans,51,86.12
2024-06-10,Accessories,Bags,95,185.81
2024-03-26,Casual Wear,T-Shirts,47,195.29
2023-12-16,Formal Wear,Suits,77,170.37
2023-07-23,Formal Wear,Suits,30,169.24
2023-11-01,Accessories,Hat,36,155.32
2023-08-04,Accessories,Scarves,97,160.0
2024-05-04,Accessories,Hat,46,100.41
2023-07-01,Accessories,Hat,63,107.17
2023-12-24,Casual Wear,Hoodie,14,33.22
2023-11-11,Formal Wear,Dress Shirts,30,129.39
2024-05-05,Casual Wear,T-Shirts,13,150.18
2023-08-06,Casual Wear,Hoodie,87,15.08
2023-09-06,Casual Wear,Hoodie,78,139.05
2024-02-23,Casual Wear,Shorts,80,128.41
2023-12-28,Casual Wear,Hoodie,60,48.37
2024-01-10,Accessories,Hat,63,105.91
2024-02-01,Accessories,Scarves,70,113.86
2023-08-19,Casual Wear,Hoodie,16,82.89
2023-07-22,Formal Wear,Dress Shirts,57,97.33
2024-01-11,Casual Wear,Jeans,72,135.29
2023-07-06,Formal Wear,Trousers,22,103.38
2023-09-19,Casual Wear,Shorts,92,83.93
2023-06-24,Casual Wear,Hoodie,85,115.22
2024-02-25,Accessories,Hat,61,116.83
2023-10-23,Casual Wear,T-Shirts,51,60.04
2023-06-19,Accessories,Hat,79,138.53
2023-08-24,Formal Wear,Dress Shirts,8,15.35
2023-12-17,Casual Wear,Jeans,47,76.29
2024-04-20,Accessories,Bags,98,179.36
2023-09-01,Formal Wear,Dress Shirts,13,91.35
2024-01-13,Formal Wear,Dress Shirts,45,20.73
2023-07-29,Casual Wear,Jeans,31,133.14
2023-09-11,Accessories,Bags,89,22.45
2023-08-08,Formal Wear,Suits,44,42.26
2023-10-01,Accessories,Scarves,5,97.57
2024-05-14,Formal Wear,Trousers,66,181.27
2023-09-25,Formal Wear,Suits,90,99.24
2023-09-28,Casual Wear,Shorts,49,118.37
2024-02-12,Formal Wear,Trousers,13,163.58
2023-07-27,Casual Wear,Jeans,44,104.38
2023-07-10,Accessories,Scarves,22,126.82
2024-04-03,Formal Wear,Dress Shirts,26,104.42
2024-03-27,Casual Wear,Jeans,37,60.38
2024-01-23,Formal Wear,Trousers,52,162.87
2024-05-31,Accessories,Bags,92,170.4
2023-08-19,Casual Wear,Shorts,35,22.78
2023-07-21,Accessories,Hat,55,49.85
2023-12-05,Casual Wear,Shorts,65,162.78
2023-09-24,Formal Wear,Trousers,70,69.54
2024-02-02,Formal Wear,Dress Shirts,33,128.74
2024-02-02,Formal Wear,Trousers,98,114.04
2024-06-03,Casual Wear,Jeans,74,104.85
2023-09-24,Accessories,Hat,35,188.06
2024-04-25,Accessories,Hat,73,148.06
2023-09-13,Casual Wear,Jeans,47,97.87
2024-01-15,Casual Wear,Jeans,96,140.21
2023-08-02,Formal Wear,Dress Shirts,53,70.54
2024-03-28,Casual Wear,Jeans,53,60.72
2024-02-14,Formal Wear,Trousers,21,58.72
2023-07-30,Accessories,Hats,52,55.31
2023-08-08,Casual Wear,Jeans,4,56.66
2024-01-29,Formal Wear,Dress Shirts,63,116.37
2023-12-09,Formal Wear,Dress Shirts,83,182.07
2024-05-14,Casual Wear,Jeans,35,35.92
2023-12-13,Formal Wear,Dress Shirts,85,114.63
2024-02-25,Accessories,Bags,93,102.31
2023-09-10,Casual Wear,T-Shirts,11,69.64
2024-04-09,Formal Wear,Suits,53,180.39
2023-12-25,Accessories,Bags,51,189.2
2023-09-30,Accessories,Hats,31,31.27
2023-12-15,Accessories,Bags,67,136.2
2023-09-20,Accessories,Scarves,64,178.07
2023-11-30,Casual Wear,T-Shirts,99,163.27
2024-02-25,Formal Wear,Trousers,95,84.09
2024-06-06,Accessories,Hats,55,51.42
2024-05-20,Casual Wear,Jeans,28,194.29
2023-09-14,Formal Wear,Dress Shirts,33,173.95
2023-08-11,Casual Wear,Hoodie,69,81.19
2024-02-27,Casual Wear,Shorts,70,90.52
2024-05-03,Accessories,Hats,36,177.09
2023-06-27,Casual Wear,Shorts,61,145.98
2023-11-08,Formal Wear,Suits,83,193.69
2023-08-01,Accessories,Bags,95,135.82
2024-02-22,Casual Wear,Jeans,33,115.02
2023-07-08,Formal Wear,Trousers,90,78.94
2024-05-05,Accessories,Bags,69,174.72
2023-08-15,Formal Wear,Dress Shirts,2,182.86
2023-10-01,Formal Wear,Dress Shirts,39,27.15
2024-03-22,Casual Wear,Shorts,27,173.29
2023-12-17,Casual Wear,Hoodie,81,70.27
2024-03-20,Accessories,Hat,5,62.07
2024-02-28,Casual Wear,Hoodie,61,150.02
2023-06-21,Formal Wear,Trousers,55,176.58
2024-04-02,Casual Wear,Jeans,90,59.58
2023-08-09,Casual Wear,Shorts,54,124.4
2023-07-01,Accessories,Scarves,59,142.09
2023-08-22,Casual Wear,Jeans,81,94.25
2023-11-27,Accessories,Hats,1,86.13
2023-11-18,Accessories,Scarves,41,119.4
2024-01-05,Casual Wear,Jeans,32,108.11
2023-07-28,Accessories,Hats,77,140.29
2023-12-14,Formal Wear,Dress Shirts,62,175.97
2023-11-07,Casual Wear,Shorts,23,140.62
2023-08-09,Formal Wear,Dress Shirts,26,26.04
2023-07-03,Formal Wear,Suits,51,176.51
2024-03-03,Accessories,Hats,3,190.14
2023-10-24,Accessories,Hats,12,195.08
2024-03-13,Casual Wear,Shorts,90,171.85
2023-12-22,Casual Wear,Hoodie,80,91.49
2023-10-01,Formal Wear,Suits,12,192.03
2023-12-09,Casual Wear,T-Shirts,2,146.53
2023-08-15,Formal Wear,Dress Shirts,87,103.89
2024-05-27,Casual Wear,Jeans,25,189.75
2023-09-06,Formal Wear,Dress Shirts,96,103.89
2023-11-01,Casual Wear,Hoodie,27,124.02
2023-08-03,Formal Wear,Trousers,87,45.98
2024-04-16,Casual Wear,Hoodie,19,15.47
2023-06-28,Formal Wear,Suits,80,95.69
2023-09-01,Casual Wear,Shorts,75,140.01
2024-02-07,Formal Wear,Suits,2,99.09
2023-09-07,Formal Wear,Trousers,51,140.5
2023-12-27,Accessories,Hat,91,90.43
2023-08-27,Accessories,Scarves,10,28.1
2023-12-15,Casual Wear,T-Shirts,43,186.9
2024-02-07,Formal Wear,Dress Shirts,78,188.47
2023-09-18,Accessories,Bags,1,58.19
2023-07-21,Accessories,Hat,39,195.73
2024-01-03,Accessories,Scarves,17,193.93
2023-12-06,Accessories,Bags,75,44.08
2023-07-04,Casual Wear,Hoodie,44,176.8
2024-03-01,Casual Wear,T-Shirts,41,144.95
2023-06-21,Formal Wear,Suits,34,32.2
2023-07-04,Casual Wear,Jeans,64,175.62
2023-06-18,Formal Wear,Trousers,47,185.99
2024-02-13,Formal Wear,Dress Shirts,79,167.62
2024-02-02,Formal Wear,Trousers,41,92.8
2023-10-09,Casual Wear,Shorts,95,198.97
2023-08-15,Casual Wear,Hoodie,7,45.89
2024-04-27,Casual Wear,Jeans,24,16.81
2023-07-03,Formal Wear,Suits,91,98.76
2023-11-30,Casual Wear,Hoodie,6,93.89
2023-08-08,Accessories,Hat,59,103.67
2024-06-01,Accessories,Hats,16,76.42
2024-02-24,Casual Wear,Shorts,24,168.64
2024-03-29,Accessories,Scarves,73,179.27
2024-01-21,Accessories,Hats,75,199.62
2023-12-24,Casual Wear,Jeans,54,184.88
2024-05-04,Casual Wear,Hoodie,87,27.92
2023-07-03,Formal Wear,Suits,37,139.45
2024-05-24,Accessories,Bags,51,80.98
2024-06-11,Casual Wear,Shorts,20,15.49
2024-01-28,Formal Wear,Trousers,85,101.17
2023-07-11,Accessories,Scarves,77,135.02
2023-09-01,Formal Wear,Suits,84,128.25
2023-07-06,Formal Wear,Dress Shirts,94,199.97
2024-02-17,Accessories,Hats,28,174.02
2023-08-08,Accessories,Scarves,42,161.65
2023-10-01,Accessories,Bags,71,190.86
2024-02-17,Formal Wear,Suits,52,58.48
2023-08-03,Casual Wear,Hoodie,12,13.9
2024-03-09,Casual Wear,Jeans,50,158.1
2024-05-10,Formal Wear,Trousers,97,191.34
2023-11-27,Casual Wear,T-Shirts,39,103.26
2023-07-05,Formal Wear,Trousers,40,181.71
2023-09-05,Accessories,Hats,46,136.45
2023-10-04,Formal Wear,Trousers,26,103.03
2023-12-20,Formal Wear,Dress Shirts,35,116.98
2024-02-17,Formal Wear,Suits,97,90.28
2024-02-12,Formal Wear,Trousers,24,92.48
2024-06-04,Formal Wear,Suits,6,107.53
2023-07-12,Formal Wear,Trousers,29,133.05
2023-06-24,Accessories,Hats,64,110.18
2023-11-09,Accessories,Bags,38,98.96
2023-08-20,Casual Wear,Hoodie,39,38.24
2023-08-09,Casual Wear,Shorts,32,109.39
2023-07-05,Formal Wear,Trousers,7,114.69
2023-11-16,Casual Wear,T-Shirts,66,90.73
2024-03-24,Casual Wear,Hoodie,85,146.86
2024-02-28,Formal Wear,Dress Shirts,33,121.26
2024-04-13,Accessories,Bags,15,150.7
2023-08-09,Formal Wear,Suits,24,170.15
2023-12-15,Casual Wear,T-Shirts,54,176.58
2023-07-01,Formal Wear,Dress Shirts,76,147.58
2024-04-19,Accessories,Hat,80,163.49
2024-01-03,Formal Wear,Suits,28,45.17
2024-04-23,Accessories,Scarves,87,30.2
2023-10-01,Accessories,Bags,1,85.04
2024-06-04,Casual Wear,Jeans,84,100.65
2023-06-27,Accessories,Hat,85,193.5
2023-08-21,Accessories,Hat,39,127.51
2023-08-31,Accessories,Scarves,89,138.02
2024-04-24,Accessories,Hat,39,26.65
2023-09-23,Casual Wear,T-Shirts,25,31.26
2024-04-12,Casual Wear,Jeans,4,49.75
2023-07-15,Accessories,Hats,84,55.94
2023-11-09,Accessories,Hats,12,67.17
2024-04-01,Formal Wear,Suits,61,90.16
2023-10-04,Casual Wear,Jeans,20,150.37
2023-09-19,Formal Wear,Dress Shirts,61,13.73
2024-01-14,Formal Wear,Trousers,32,48.25
2023-11-19,Accessories,Hat,7,73.43
2023-09-27,Casual Wear,Hoodie,54,171.24
2023-10-06,Accessories,Scarves,5,102.62
2023-06-19,Formal Wear,Trousers,76,147.68
2023-09-02,Accessories,Hat,30,145.72
2023-11-02,Accessories,Bags,55,119.52
2023-07-16,Accessories,Bags,35,179.65
2024-04-02,Formal Wear,Dress Shirts,15,104.01
2024-06-04,Accessories,Scarves,58,142.53
2024-05-20,Casual Wear,Jeans,37,147.98
2023-12-28,Formal Wear,Dress Shirts,57,54.1
2024-02-12,Casual Wear,Shorts,78,172.16
2023-11-07,Accessories,Hat,17,177.8
2024-02-03,Accessories,Hat,54,168.29
2023-09-04,Accessories,Scarves,61,161.95
2023-09-15,Casual Wear,Jeans,37,141.23
2023-09-09,Casual Wear,Hoodie,17,42.93
2023-09-17,Casual Wear,Hoodie,13,160.76
2023-08-31,Formal Wear,Dress Shirts,31,49.79
2023-07-16,Casual Wear,T-Shirts,46,177.37
2023-11-04,Formal Wear,Trousers,21,43.2
2024-04-18,Accessories,Bags,9,74.17
2024-05-17,Casual Wear,Jeans,16,116.78
2024-03-10,Formal Wear,Dress Shirts,44,159.13
2023-12-05,Casual Wear,Shorts,20,172.15
2023-08-11,Accessories,Bags,91,19.58
2024-03-22,Formal Wear,Dress Shirts,97,31.08
2024-04-26,Casual Wear,T-Shirts,72,17.97
2024-05-25,Casual Wear,Jeans,81,32.43
2024-05-05,Casual Wear,Shorts,21,148.39
2024-05-19,Accessories,Hat,98,106.12
2023-08-01,Accessories,Bags,20,132.95
2023-11-03,Formal Wear,Suits,16,171.23
2024-05-23,Formal Wear,Dress Shirts,99,156.12
2024-03-14,Casual Wear,Hoodie,44,64.48
2024-01-27,Casual Wear,T-Shirts,35,80.76
2023-09-29,Formal Wear,Dress Shirts,81,136.35
2024-04-06,Casual Wear,Hoodie,30,36.22
2023-10-27,Formal Wear,Dress Shirts,53,180.63
2024-05-28,Accessories,Scarves,4,94.09
2024-01-29,Casual Wear,T-Shirts,11,74.28
2024-06-12,Formal Wear,Suits,56,21.68
2024-01-06,Casual Wear,Jeans,74,20.98
2023-07-11,Accessories,Scarves,54,86.38
2023-11-30,Accessories,Scarves,93,151.11
2024-04-22,Formal Wear,Suits,36,181.04
2023-09-24,Accessories,Hats,90,86.75
2024-02-15,Accessories,Hats,70,128.63
2024-06-07,Accessories,Hat,90,75.6
2024-02-07,Accessories,Hat,100,47.49
2023-07-26,Formal Wear,Suits,5,112.11
2023-12-19,Formal Wear,Trousers,93,150.61
2024-01-15,Casual Wear,Shorts,28,27.64
2024-02-22,Accessories,Scarves,67,74.73
2023-10-21,Accessories,Hats,3,15.3
2023-11-16,Accessories,Scarves,31,168.12
2023-07-17,Formal Wear,Trousers,55,197.52
2023-10-25,Casual Wear,T-Shirts,48,59.35
2023-12-03,Accessories,Scarves,16,19.07
2023-09-22,Accessories,Bags,58,66.61
2023-11-06,Accessories,Bags,59,74.41
2024-04-18,Casual Wear,Jeans,45,66.85
2023-08-15,Accessories,Hats,92,81.76
2024-06-05,Accessories,Hats,14,72.29
2024-03-11,Accessories,Hats,100,78.64
2024-05-11,Casual Wear,Jeans,92,90.88
2023-06-25,Formal Wear,Suits,12,21.82
2024-02-02,Casual Wear,Hoodie,28,94.77
2023-10-16,Formal Wear,Trousers,68,86.52
2024-01-22,Accessories,Hat,34,121.02
2023-12-01,Accessories,Hat,57,140.91
2024-02-05,Formal Wear,Trousers,54,166.52
2023-06-16,Casual Wear,Jeans,63,145.12
2023-07-20,Casual Wear,T-Shirts,89,50.4
2023-10-26,Formal Wear,Suits,96,39.8
2024-03-11,Accessories,Scarves,16,124.3
2024-01-17,Formal Wear,Suits,16,80.22
2023-12-30,Formal Wear,Suits,67,39.13
2023-09-15,Formal Wear,Dress Shirts,48,67.62
2023-10-01,Formal Wear,Suits,19,37.01
2023-07-04,Accessories,Hat,7,188.0
2023-10-12,Formal Wear,Dress Shirts,28,44.78
2023-10-13,Accessories,Hat,1,33.24
2024-02-27,Formal Wear,Suits,6,89.34
2023-11-06,Accessories,Scarves,73,95.95
2024-01-23,Formal Wear,Dress Shirts,61,168.55
2024-06-05,Accessories,Hats,98,36.32
2024-01-23,Accessories,Hat,98,95.49
2023-11-10,Formal Wear,Suits,94,71.79
2024-04-04,Accessories,Hat,50,54.24
2023-06-21,Formal Wear,Dress Shirts,70,18.71
2024-04-28,Accessories,Hat,95,62.7
2023-10-06,Casual Wear,Jeans,91,14.71
2024-02-04,Accessories,Scarves,72,132.58
2024-03-01,Accessories,Bags,25,191.48
2024-02-16,Accessories,Bags,73,109.13
2024-01-15,Formal Wear,Trousers,3,32.85
2023-06-23,Accessories,Hats,3,62.24
2024-03-22,Casual Wear,Jeans,91,169.39
2023-12-01,Accessories,Hat,11,163.31
2024-05-30,Accessories,Scarves,52,121.89
2023-12-14,Formal Wear,Suits,44,93.03
2024-04-19,Formal Wear,Suits,68,70.3
2023-06-28,Formal Wear,Suits,15,196.16
2023-09-03,Accessories,Hats,37,37.37
2024-02-23,Formal Wear,Suits,20,68.29
2024-02-04,Formal Wear,Trousers,22,21.19
2024-01-30,Formal Wear,Suits,4,145.53
2023-12-16,Formal Wear,Dress Shirts,13,70.81
2023-07-10,Formal Wear,Dress Shirts,34,81.35
2024-02-21,Casual Wear,T-Shirts,26,55.53
2024-02-14,Accessories,Hats,64,106.64
2023-07-27,Accessories,Hat,15,61.16
2024-05-21,Formal Wear,Dress Shirts,71,87.34
2023-06-20,Formal Wear,Suits,53,130.37
2023-10-20,Casual Wear,Shorts,71,193.06
2024-03-29,Accessories,Bags,32,154.97
2023-11-25,Accessories,Hats,39,117.97
2023-12-19,Formal Wear,Suits,82,105.08
2023-07-19,Casual Wear,Shorts,70,197.21
2024-04-16,Casual Wear,Hoodie,72,95.83
2023-09-15,Casual Wear,Hoodie,80,64.96
2024-05-07,Casual Wear,T-Shirts,8,187.37
2024-03-10,Formal Wear,Dress Shirts,77,57.67
2023-11-12,Accessories,Hat,45,170.06
2023-09-19,Casual Wear,Shorts,6,40.67
2024-02-12,Accessories,Bags,39,27.05
2023-08-27,Accessories,Bags,18,147.76
2023-07-08,Formal Wear,Dress Shirts,27,125.98
2023-10-30,Formal Wear,Trousers,44,130.68
2024-04-28,Accessories,Hat,35,56.73
2023-08-11,Formal Wear,Dress Shirts,27,97.36
2023-11-21,Accessories,Scarves,3,183.66
2023-06-30,Casual Wear,T-Shirts,78,100.54
2023-08-25,Casual Wear,Jeans,53,115.6
2024-03-26,Accessories,Hat,98,84.63
2024-03-29,Casual Wear,T-Shirts,69,15.88
2023-08-20,Accessories,Hat,87,33.45
2024-01-22,Formal Wear,Trousers,46,83.48
2024-06-12,Accessories,Bags,16,97.91
2023-10-31,Casual Wear,Hoodie,2,52.09
2024-05-22,Casual Wear,Shorts,88,185.07
2023-06-30,Formal Wear,Suits,12,165.09
2023-11-06,Accessories,Scarves,92,52.02
2023-07-08,Formal Wear,Dress Shirts,5,63.34
2023-07-13,Accessories,Hats,1,47.26
2024-03-03,Accessories,Hat,15,175.28
2024-06-13,Accessories,Hat,22,114.84
2023-07-18,Accessories,Hats,9,121.75
2024-01-05,Accessories,Bags,17,59.33
2024-05-23,Accessories,Hats,67,148.49
2023-09-08,Formal Wear,Suits,87,14.39
2024-03-02,Accessories,Scarves,88,116.42
2023-08-18,Formal Wear,Suits,55,131.78
2023-08-07,Accessories,Bags,42,92.18
2024-01-06,Formal Wear,Dress Shirts,16,139.23
2023-07-29,Formal Wear,Dress Shirts,47,108.28
2023-09-09,Casual Wear,Jeans,7,62.81
2023-08-27,Formal Wear,Trousers,58,70.09
2023-09-25,Formal Wear,Suits,43,25.54
2024-05-25,Accessories,Bags,95,52.87
2023-08-28,Accessories,Hat,10,184.23
2024-05-04,Casual Wear,Jeans,43,69.05
2023-07-09,Accessories,Bags,4,101.19
2023-11-20,Casual Wear,Shorts,33,56.96
2024-02-08,Formal Wear,Suits,44,168.18
2023-07-18,Formal Wear,Trousers,31,189.27
2023-09-16,Accessories,Hat,98,28.18
2024-01-28,Formal Wear,Trousers,16,26.25
2023-08-14,Casual Wear,T-Shirts,49,69.52
2023-12-02,Accessories,Bags,17,21.78
2023-09-05,Formal Wear,Suits,39,126.04
2024-05-15,Formal Wear,Suits,14,138.74
2023-08-17,Accessories,Bags,38,171.49
2023-10-14,Formal Wear,Suits,80,152.87
2023-09-19,Casual Wear,T-Shirts,59,82.94
2023-08-01,Formal Wear,Trousers,80,29.24
2023-07-29,Accessories,Bags,59,108.27
2023-11-22,Accessories,Hats,14,29.51
2024-03-16,Accessories,Bags,76,159.99
2024-01-28,Casual Wear,Jeans,82,106.69
2024-04-14,Formal Wear,Dress Shirts,62,147.68
2023-10-24,Formal Wear,Suits,32,36.16
2024-02-04,Casual Wear,T-Shirts,17,69.22
2023-09-28,Formal Wear,Trousers,84,153.33
2023-09-26,Formal Wear,Trousers,70,157.34
2024-03-07,Casual Wear,Hoodie,40,124.63
2023-08-08,Formal Wear,Dress Shirts,2,108.36
2023-07-23,Accessories,Hats,8,55.1
2023-12-03,Accessories,Bags,55,75.33
2024-05-20,Casual Wear,Jeans,9,74.89
2024-03-29,Accessories,Hat,89,141.45
2024-03-05,Formal Wear,Trousers,89,72.92
2023-07-23,Accessories,Scarves,79,66.93
2024-05-02,Formal Wear,Suits,14,96.32
2023-12-03,Casual Wear,Hoodie,29,184.79
2024-05-06,Accessories,Hats,89,53.75
2024-03-14,Accessories,Hats,31,101.34
2023-06-19,Formal Wear,Trousers,49,49.01
2023-11-27,Casual Wear,T-Shirts,47,11.88
2023-07-10,Formal Wear,Suits,72,31.89
2023-07-09,Formal Wear,Dress Shirts,25,129.95
2024-01-08,Formal Wear,Suits,4,47.83
2024-02-10,Formal Wear,Suits,29,178.22
2023-08-15,Accessories,Hats,44,171.03
2023-12-31,Casual Wear,Jeans,26,14.08
2023-12-19,Formal Wear,Suits,3,167.97
2023-09-04,Casual Wear,Hoodie,84,159.61
2023-10-21,Casual Wear,Shorts,27,67.96
2024-02-11,Casual Wear,Shorts,48,135.57
2024-03-23,Accessories,Hat,92,22.42
2024-01-20,Casual Wear,Jeans,25,46.42
2023-10-04,Formal Wear,Trousers,48,70.41
2023-06-27,Formal Wear,Trousers,32,184.99
2023-08-22,Accessories,Hats,69,65.89
2023-08-10,Casual Wear,Shorts,32,20.12
2023-08-06,Formal Wear,Suits,66,193.99
2024-04-15,Formal Wear,Suits,94,25.47
2024-03-28,Formal Wear,Trousers,79,22.33
2023-07-10,Accessories,Hat,97,177.66
2024-04-30,Accessories,Scarves,64,108.59
2024-04-26,Casual Wear,Shorts,92,81.04
2024-01-10,Accessories,Hat,92,191.59
2023-10-09,Formal Wear,Dress Shirts,75,86.18
2023-07-05,Accessories,Bags,27,51.71
2023-08-23,Casual Wear,Hoodie,31,85.22
2023-06-17,Formal Wear,Dress Shirts,49,118.56
2023-10-25,Formal Wear,Dress Shirts,71,26.1
2023-06-26,Casual Wear,Shorts,57,108.58
2024-06-10,Casual Wear,T-Shirts,60,107.33
2024-06-03,Formal Wear,Dress Shirts,58,98.83
2023-07-17,Formal Wear,Dress Shirts,64,70.23
2024-04-08,Formal Wear,Suits,23,93.92
2024-02-18,Formal Wear,Trousers,10,78.23
2024-05-27,Casual Wear,Shorts,65,107.43
2024-02-12,Accessories,Bags,36,186.06
2023-12-28,Casual Wear,T-Shirts,10,78.45
2023-08-18,Accessories,Hats,43,47.36
2023-09-20,Formal Wear,Dress Shirts,39,151.59
2024-01-01,Accessories,Scarves,25,144.07
